serial,epoch,datasize,batchsize,input_width,input_height,input_dim,output_dim,max_core,executor_cores,task_cpus,driver_core,executor_instances,driver_memory,executor_memory,parallelism
1175,1,60000,90,46,8,368,111,3,1,1,5,3,2g,26g,1
1176,1,60000,120,7,29,203,72,4,2,1,5,2,8g,2g,1
1177,1,60000,750,31,5,155,8,25,5,1,2,5,1g,17g,1
1178,1,60000,1470,19,17,323,104,49,7,1,7,7,11g,10g,1
1179,1,60000,480,43,42,1806,40,16,4,1,4,4,4g,24g,1
1180,1,60000,360,25,11,275,88,12,6,1,3,2,3g,6g,1
1181,1,60000,450,49,35,1715,24,15,3,1,6,5,9g,21g,1
1182,1,60000,180,13,48,624,119,6,1,1,2,6,6g,13g,1
1183,1,60000,360,37,23,851,56,12,4,1,5,3,12g,28g,1
1184,1,60000,540,23,27,621,98,18,3,1,4,6,1g,12g,1
1185,1,60000,540,47,2,94,34,18,6,1,7,3,8g,26g,1
1186,1,60000,300,10,15,150,66,10,5,1,2,2,5g,5g,1
1187,1,60000,300,35,39,1365,2,10,2,1,5,5,11g,19g,1
1188,1,60000,900,4,9,36,113,30,5,1,5,6,9g,8g,1
1189,1,60000,180,29,33,957,50,6,2,1,2,3,3g,23g,1
1190,1,60000,120,17,45,765,82,4,4,1,6,1,13g,1g,1
1191,1,60000,840,41,21,861,18,28,7,1,3,4,6g,16g,1
1192,1,60000,1260,7,42,294,58,42,6,1,3,7,13g,10g,1
1193,1,60000,360,32,18,576,121,12,3,1,6,4,7g,25g,1
1194,1,60000,60,20,6,120,26,2,1,1,1,2,10g,3g,1
1195,1,60000,600,44,30,1320,90,20,4,1,4,5,4g,17g,1
1196,1,60000,360,14,24,336,42,12,2,1,5,6,5g,14g,1
1197,1,60000,450,38,48,1824,105,15,5,1,2,3,12g,28g,1
1198,1,60000,210,1,36,36,10,7,7,1,6,1,2g,7g,1
1199,1,60000,480,26,12,312,74,16,4,1,3,4,9g,21g,1
1200,1,60000,240,3,19,57,86,8,2,1,2,4,12g,20g,1
1201,1,60000,1050,27,44,1188,22,35,5,1,5,7,6g,6g,1
1202,1,60000,900,15,32,480,117,30,6,1,4,5,9g,27g,1
1203,1,60000,180,40,7,280,54,6,3,1,7,2,2g,13g,1
1204,1,60000,630,21,50,1050,70,21,7,1,6,3,7g,17g,1
1205,1,60000,720,46,25,1150,6,24,4,1,3,6,14g,2g,1
1206,1,60000,240,9,13,117,102,8,2,1,4,4,4g,24g,1
1207,1,60000,150,33,38,1254,38,5,5,1,1,1,11g,9g,1
1208,1,60000,480,18,4,72,14,16,4,1,2,4,3g,18g,1
1209,1,60000,210,43,28,1204,78,7,1,1,5,7,10g,4g,1
1210,1,60000,450,6,41,246,46,15,3,1,3,5,7g,26g,1
1211,1,60000,360,30,16,480,109,12,6,1,6,2,13g,11g,1
1212,1,60000,270,12,35,420,30,9,3,1,7,3,8g,22g,1
1213,1,60000,1080,36,10,360,94,36,6,1,4,6,2g,7g,1
1214,1,60000,750,24,22,528,62,25,5,1,5,5,11g,29g,1
1215,1,60000,120,49,47,2303,125,4,2,1,2,2,5g,15g,1
1216,1,60000,1080,17,21,357,77,36,6,1,1,6,2g,24g,1
1217,1,60000,270,41,46,1886,13,9,3,1,4,3,9g,9g,1
1218,1,60000,60,5,33,165,108,2,2,1,3,1,6g,17g,1
1219,1,60000,600,29,9,261,45,20,5,1,6,4,12g,2g,1
1220,1,60000,360,11,40,440,93,12,2,1,7,6,11g,28g,1
1221,1,60000,450,35,15,525,29,15,5,1,4,3,4g,13g,1
1222,1,60000,420,23,3,69,124,14,7,1,5,2,14g,20g,1
1223,1,60000,600,48,27,1296,61,20,4,1,2,5,7g,6g,1
1224,1,60000,540,2,12,24,21,18,3,1,2,6,13g,29g,1
1225,1,60000,540,26,37,962,85,18,6,1,5,3,6g,15g,1
1226,1,60000,240,14,49,686,53,8,4,1,4,2,10g,22g,1
1227,1,60000,150,38,24,912,116,5,1,1,7,5,3g,8g,1
1228,1,60000,1050,20,30,600,5,35,5,1,6,7,5g,26g,1
1229,1,60000,240,45,6,270,69,8,2,1,3,4,11g,11g,1
1230,1,60000,240,8,18,144,37,8,4,1,5,2,2g,19g,1
1231,1,60000,1050,32,43,1376,101,35,7,1,2,5,8g,4g,1
1232,1,60000,450,9,35,315,120,15,5,1,3,3,11g,1g,1
1233,1,60000,360,34,10,340,57,12,2,1,6,6,4g,16g,1
1234,1,60000,360,22,23,506,89,12,3,1,2,4,8g,9g,1
1235,1,60000,180,46,47,2162,25,6,6,1,5,1,1g,23g,1
1236,1,60000,480,15,4,60,104,16,4,1,5,4,6g,5g,1
1237,1,60000,1470,40,29,1160,41,49,7,1,2,7,13g,19g,1
1238,1,60000,750,3,41,123,73,25,5,1,7,5,3g,12g,1
1239,1,60000,120,28,17,476,9,4,2,1,4,2,9g,27g,1
1240,1,60000,90,25,44,1100,33,3,1,1,3,3,4g,7g,1
1241,1,60000,720,49,20,980,97,24,4,1,6,6,10g,21g,1
1242,1,60000,900,12,7,84,1,30,6,1,2,5,7g,14g,1
1243,1,60000,180,37,32,1184,65,6,3,1,5,2,13g,29g,1
1244,1,60000,720,6,14,84,49,24,6,1,4,4,8g,3g,1
1245,1,60000,630,31,38,1178,112,21,3,1,1,7,2g,18g,1
1246,1,60000,300,18,26,468,17,10,2,1,6,5,12g,10g,1
1247,1,60000,300,43,1,43,81,10,5,1,3,2,5g,25g,1
1248,1,60000,360,5,48,240,7,12,3,1,5,4,10g,12g,1
1249,1,60000,180,30,24,720,71,6,6,1,2,1,4g,26g,1
1250,1,60000,450,18,11,198,39,15,5,1,6,3,14g,4g,1
1251,1,60000,360,42,36,1512,103,12,2,1,3,6,7g,19g,1
1252,1,60000,600,24,17,408,23,20,4,1,3,5,2g,15g,1
1253,1,60000,60,48,42,2016,87,2,1,1,6,2,9g,30g,1
1254,1,60000,270,12,30,360,55,9,3,1,1,3,5g,8g,1
1255,1,60000,1080,36,5,180,118,36,6,1,4,6,12g,23g,1
1256,1,60000,840,15,33,495,95,28,7,1,5,4,5g,14g,1
1257,1,60000,120,39,8,312,31,4,4,1,2,1,11g,28g,1
1258,1,60000,180,2,20,40,126,6,2,1,6,3,1g,6g,1
1259,1,60000,900,27,45,1215,63,30,5,1,3,6,8g,21g,1
1260,1,60000,300,9,2,18,79,10,2,1,4,5,13g,10g,1
1261,1,60000,300,33,27,891,15,10,5,1,7,2,6g,24g,1
1262,1,60000,720,21,39,819,110,24,6,1,2,4,9g,3g,1
1263,1,60000,630,45,14,630,47,21,3,1,5,7,3g,17g,1
1264,1,60000,60,22,10,220,51,2,2,1,7,1,7g,18g,1
1265,1,60000,600,47,34,1598,114,20,5,1,4,4,13g,4g,1
1266,1,60000,1080,10,46,460,19,36,6,1,5,6,3g,25g,1
1267,1,60000,270,35,22,770,83,9,3,1,2,3,10g,11g,1
1268,1,60000,360,4,28,112,35,12,6,1,1,2,12g,22g,1
1269,1,60000,450,28,4,112,99,15,3,1,4,5,5g,7g,1
1270,1,60000,180,16,16,256,3,6,1,1,3,6,8g,29g,1
1271,1,60000,360,41,40,1640,67,12,4,1,6,3,2g,14g,1
1272,1,60000,300,13,25,325,106,10,5,1,6,2,9g,20g,1
1273,1,60000,300,38,50,1900,43,10,2,1,3,5,3g,5g,1
1274,1,60000,720,25,37,925,75,24,4,1,4,6,12g,27g,1
1275,1,60000,630,50,13,650,11,21,7,1,1,3,6g,13g,1
1276,1,60000,180,19,43,817,122,6,3,1,2,2,4g,16g,1
1277,1,60000,900,44,19,836,59,30,6,1,5,5,11g,2g,1
1278,1,60000,840,7,7,49,91,28,4,1,3,7,7g,24g,1
1279,1,60000,120,32,31,992,27,4,1,1,6,4,14g,9g,1
1280,1,60000,180,7,23,161,120,6,3,1,3,2,8g,7g,1
1281,1,60000,900,32,48,1536,56,30,6,1,6,5,2g,21g,1
1282,1,60000,720,19,36,684,88,24,4,1,1,6,12g,14g,1
1283,1,60000,90,44,11,484,24,3,1,1,4,3,5g,29g,1
1284,1,60000,150,25,42,1050,104,5,5,1,5,1,3g,3g,1
1285,1,60000,240,50,17,850,40,8,2,1,2,4,10g,18g,1
1286,1,60000,540,13,5,65,72,18,3,1,6,6,7g,10g,1
1287,1,60000,540,38,30,1140,9,18,6,1,3,3,13g,25g,1
1288,1,60000,360,16,8,128,48,12,6,1,4,2,7g,1g,1
1289,1,60000,450,41,33,1353,112,15,3,1,7,5,14g,16g,1
1290,1,60000,420,4,45,180,16,14,2,1,2,7,4g,9g,1
1291,1,60000,600,29,20,580,80,20,5,1,5,4,11g,23g,1
1292,1,60000,60,10,26,260,64,2,2,1,4,1,12g,5g,1
1293,1,60000,600,35,2,70,128,20,5,1,1,4,6g,20g,1
1294,1,60000,1260,22,14,308,32,42,7,1,6,6,9g,12g,1
1295,1,60000,360,47,39,1833,96,12,4,1,3,3,3g,27g,1
1296,1,60000,150,21,34,714,68,5,1,1,2,5,5g,29g,1
1297,1,60000,240,45,10,450,5,8,4,1,5,2,12g,15g,1
1298,1,60000,540,9,22,198,100,18,6,1,3,3,2g,22g,1
1299,1,60000,540,33,46,1518,36,18,3,1,6,6,9g,8g,1
1300,1,60000,720,3,4,12,84,24,6,1,7,4,14g,26g,1
1301,1,60000,90,27,28,756,20,3,3,1,4,1,7g,11g,1
1302,1,60000,180,15,40,600,116,6,2,1,5,3,10g,19g,1
1303,1,60000,900,39,16,624,52,30,5,1,2,6,4g,4g,1
1304,1,60000,600,12,49,588,28,20,4,1,2,5,10g,24g,1
1305,1,60000,60,36,25,900,92,2,1,1,5,2,3g,10g,1
1306,1,60000,360,24,13,312,60,12,3,1,3,4,13g,17g,1
1307,1,60000,1260,48,37,1776,124,42,6,1,6,7,6g,2g,1
1308,1,60000,600,18,19,342,12,20,4,1,6,5,1g,28g,1
1309,1,60000,420,42,43,1806,76,14,7,1,3,2,8g,13g,1
1310,1,60000,450,6,31,186,44,15,5,1,4,3,5g,20g,1
1311,1,60000,360,30,7,210,108,12,2,1,1,6,11g,6g,1
1312,1,60000,630,19,46,874,62,21,7,1,6,3,3g,20g,1
1313,1,60000,720,43,21,903,126,24,4,1,3,6,9g,5g,1
1314,1,60000,300,6,9,54,30,10,2,1,5,5,6g,27g,1
1315,1,60000,300,31,33,1023,94,10,5,1,2,2,13g,13g,1
1316,1,60000,180,12,15,180,46,6,2,1,1,3,8g,16g,1
1317,1,60000,900,37,39,1443,110,30,5,1,4,6,1g,2g,1
1318,1,60000,720,25,27,675,14,24,6,1,3,4,11g,24g,1
1319,1,60000,90,49,3,147,78,3,3,1,6,1,4g,9g,1
1320,1,60000,480,3,36,108,102,16,4,1,6,4,12g,18g,1
1321,1,60000,1470,28,12,336,38,49,7,1,3,7,5g,4g,1
1322,1,60000,750,16,24,384,70,25,5,1,5,5,9g,25g,1
1323,1,60000,120,40,49,1960,7,4,2,1,2,2,2g,11g,1
1324,1,60000,360,22,6,132,118,12,4,1,2,3,7g,22g,1
1325,1,60000,180,46,30,1380,54,6,1,1,5,6,13g,7g,1
1326,1,60000,360,9,43,387,86,12,3,1,4,4,4g,29g,1
1327,1,60000,180,34,18,612,22,6,6,1,7,1,10g,15g,1
1328,1,60000,1050,8,10,80,10,35,5,1,5,7,14g,14g,1
1329,1,60000,240,32,35,1120,74,8,2,1,2,4,7g,28g,1
1330,1,60000,240,20,47,940,42,8,4,1,7,2,11g,6g,1
1331,1,60000,1050,45,23,1035,106,35,7,1,4,5,4g,21g,1
1332,1,60000,540,14,29,406,26,18,3,1,3,6,6g,10g,1
1333,1,60000,540,38,4,152,90,18,6,1,6,3,12g,24g,1
1334,1,60000,120,2,17,34,58,4,4,1,2,1,2g,3g,1
1335,1,60000,120,26,41,1066,122,4,1,1,5,4,9g,17g,1
1336,1,60000,420,23,20,460,82,14,2,1,4,7,2g,12g,1
1337,1,60000,600,48,44,2112,18,20,5,1,1,4,8g,26g,1
1338,1,60000,360,11,32,352,114,12,6,1,6,2,5g,5g,1
1339,1,60000,450,35,7,245,50,15,3,1,3,5,11g,19g,1
1340,1,60000,1080,5,38,190,66,36,6,1,4,6,10g,15g,1
1341,1,60000,270,29,13,377,3,9,3,1,7,3,3g,30g,1
1342,1,60000,60,17,1,17,98,2,1,1,2,2,13g,8g,1
1343,1,60000,600,42,26,1092,34,20,4,1,5,5,6g,23g,1
1344,1,60000,360,24,2,48,17,12,4,1,5,3,4g,3g,1
1345,1,60000,1260,49,27,1323,81,42,7,1,2,6,11g,17g,1
1346,1,60000,600,12,39,468,49,20,5,1,6,4,7g,10g,1
1347,1,60000,60,37,15,555,113,2,2,1,3,1,14g,24g,1
1348,1,60000,450,6,33,198,2,15,5,1,4,3,9g,6g,1
1349,1,60000,360,30,8,240,65,12,2,1,7,6,3g,21g,1
1350,1,60000,450,18,21,378,33,15,3,1,2,5,12g,13g,1
1351,1,60000,360,43,45,1935,97,12,6,1,5,2,6g,28g,1
1352,1,60000,630,9,18,162,73,21,7,1,5,3,11g,8g,1
1353,1,60000,720,34,42,1428,9,24,4,1,2,6,5g,22g,1
1354,1,60000,300,21,30,630,105,10,2,1,7,5,8g,15g,1
1355,1,60000,300,46,5,230,41,10,5,1,4,2,2g,30g,1
1356,1,60000,120,15,48,720,89,4,1,1,3,4,7g,4g,1
1357,1,60000,840,40,24,960,25,28,4,1,6,7,13g,19g,1
1358,1,60000,900,3,12,36,121,30,6,1,1,5,3g,12g,1
1359,1,60000,180,27,36,972,57,6,3,1,4,2,10g,26g,1
1360,1,60000,360,1,44,44,37,12,2,1,6,6,13g,23g,1
1361,1,60000,450,26,19,494,101,15,5,1,3,3,6g,9g,1
1362,1,60000,210,14,7,98,6,7,7,1,4,1,9g,16g,1
1363,1,60000,480,38,31,1178,69,16,4,1,1,4,3g,2g,1
1364,1,60000,1260,20,25,500,53,42,6,1,2,7,5g,27g,1
1365,1,60000,360,44,50,2200,117,12,3,1,5,4,11g,12g,1
1366,1,60000,120,7,38,266,21,4,2,1,3,2,1g,20g,1
1367,1,60000,750,32,13,416,85,25,5,1,6,5,8g,5g,1
1368,1,60000,900,17,28,476,125,30,5,1,7,6,2g,29g,1
1369,1,60000,180,41,4,164,61,6,2,1,4,3,9g,14g,1
1370,1,60000,180,4,16,64,93,6,3,1,5,2,5g,22g,1
1371,1,60000,900,29,41,1189,29,30,6,1,2,5,12g,7g,1
1372,1,60000,630,11,10,110,109,21,3,1,2,7,10g,25g,1
1373,1,60000,720,35,35,1225,45,24,6,1,5,4,4g,11g,1
1374,1,60000,240,23,47,1081,77,8,4,1,3,2,13g,18g,1
1375,1,60000,150,47,22,1034,13,5,1,1,6,5,7g,3g,1
1376,1,60000,180,13,31,403,91,6,6,1,2,1,8g,18g,1
1377,1,60000,360,37,6,222,27,12,3,1,5,4,2g,4g,1
1378,1,60000,180,25,18,450,123,6,1,1,4,6,12g,26g,1
1379,1,60000,360,50,43,2150,59,12,4,1,7,3,5g,11g,1
1380,1,60000,120,19,12,228,75,4,2,1,6,2,4g,22g,1
1381,1,60000,750,43,37,1591,11,25,5,1,3,5,10g,7g,1
1382,1,60000,1260,7,49,343,107,42,7,1,5,6,7g,29g,1
1383,1,60000,360,31,25,775,43,12,4,1,2,3,13g,15g,1
1384,1,60000,90,22,40,880,4,3,3,1,1,1,6g,20g,1
1385,1,60000,720,47,15,705,67,24,6,1,4,4,12g,6g,1
1386,1,60000,900,10,3,30,35,30,5,1,3,6,3g,27g,1
1387,1,60000,180,34,28,952,99,6,2,1,6,3,9g,13g,1
1388,1,60000,300,4,22,88,19,10,5,1,7,2,11g,17g,1
1389,1,60000,300,28,46,1288,83,10,2,1,4,5,4g,2g,1
1390,1,60000,840,16,34,544,51,28,4,1,5,7,8g,24g,1
1391,1,60000,840,40,9,360,115,28,7,1,2,4,1g,9g,1
1392,1,60000,480,14,14,196,111,16,4,1,3,4,5g,10g,1
1393,1,60000,30,39,38,1482,47,1,1,1,6,1,11g,25g,1
1394,1,60000,270,2,26,52,79,9,3,1,2,3,2g,3g,1
1395,1,60000,1080,27,2,54,15,36,6,1,5,6,8g,17g,1
1396,1,60000,450,8,44,352,127,15,3,1,4,5,13g,14g,1
1397,1,60000,360,33,20,660,63,12,6,1,1,2,6g,28g,1
1398,1,60000,450,20,8,160,95,15,5,1,6,3,10g,7g,1
1399,1,60000,360,45,32,1440,31,12,2,1,3,6,3g,21g,1
1400,1,60000,150,5,5,25,55,5,1,1,3,5,10g,12g,1
1401,1,60000,240,30,29,870,119,8,4,1,6,2,4g,27g,1
1402,1,60000,540,17,41,697,23,18,6,1,1,3,14g,5g,1
1403,1,60000,540,42,17,714,87,18,3,1,4,6,7g,19g,1
1404,1,60000,1050,24,35,840,39,35,7,1,5,5,2g,8g,1
1405,1,60000,240,48,11,528,103,8,4,1,2,2,9g,23g,1
1406,1,60000,240,11,23,253,8,8,2,1,7,4,6g,1g,1
1407,1,60000,1050,36,48,1728,71,35,5,1,4,7,12g,16g,1
1408,1,60000,180,15,37,555,16,6,2,1,2,3,13g,16g,1
1409,1,60000,900,40,13,520,79,30,5,1,5,6,7g,2g,1
1410,1,60000,1050,3,25,75,48,35,7,1,3,5,10g,24g,1
1411,1,60000,240,28,49,1372,111,8,4,1,6,2,4g,9g,1
1412,1,60000,720,9,6,54,32,24,6,1,6,4,5g,20g,1
1413,1,60000,630,34,31,1054,95,21,3,1,3,7,12g,6g,1
1414,1,60000,300,21,43,903,64,10,2,1,4,5,2g,27g,1
1415,1,60000,300,46,19,874,127,10,5,1,1,2,8g,13g,1
1416,1,60000,450,6,46,276,87,15,5,1,2,3,1g,22g,1
1417,1,60000,360,31,22,682,24,12,2,1,5,6,8g,7g,1
1418,1,60000,480,18,9,162,119,16,4,1,3,4,4g,29g,1
1419,1,60000,210,43,34,1462,56,7,7,1,6,1,11g,15g,1
1420,1,60000,270,25,16,400,72,9,3,1,7,3,9g,18g,1
1421,1,60000,1080,49,40,1960,8,36,6,1,4,6,3g,4g,1
1422,1,60000,600,12,28,336,103,20,4,1,5,5,13g,26g,1
1423,1,60000,60,37,3,111,40,2,1,1,2,2,6g,11g,1
1424,1,60000,720,11,20,220,60,24,4,1,4,6,3g,8g,1
1425,1,60000,630,35,45,1575,123,21,7,1,7,3,10g,23g,1
1426,1,60000,300,23,32,736,28,10,5,1,2,2,6g,1g,1
1427,1,60000,300,47,8,376,91,10,2,1,5,5,13g,16g,1
1428,1,60000,1050,17,39,663,44,35,5,1,4,7,8g,12g,1
1429,1,60000,240,41,14,574,107,8,2,1,1,4,2g,26g,1
1430,1,60000,180,5,2,10,12,6,3,1,6,2,11g,5g,1
1431,1,60000,900,29,26,754,75,30,6,1,3,5,5g,19g,1
1432,1,60000,1080,20,11,220,99,36,6,1,3,6,12g,14g,1
1433,1,60000,270,44,35,1540,36,9,3,1,6,3,6g,28g,1
1434,1,60000,60,8,48,384,68,2,2,1,1,1,9g,6g,1
1435,1,60000,600,32,23,736,4,20,5,1,4,4,2g,21g,1
1436,1,60000,210,2,29,58,115,7,1,1,5,7,7g,10g,1
1437,1,60000,480,26,5,130,52,16,4,1,2,4,14g,25g,1
1438,1,60000,360,14,17,238,83,12,6,1,6,2,4g,3g,1
1439,1,60000,450,38,42,1596,20,15,3,1,3,5,10g,17g,1
1440,1,60000,120,4,7,28,70,4,4,1,4,1,6g,4g,1
1441,1,60000,120,28,32,896,6,4,1,1,1,4,12g,19g,1
1442,1,60000,540,16,44,704,101,18,3,1,6,6,3g,11g,1
1443,1,60000,540,41,19,779,38,18,6,1,3,3,9g,26g,1
1444,1,60000,180,22,26,572,85,6,3,1,4,2,14g,8g,1
1445,1,60000,900,47,1,47,22,30,6,1,7,5,7g,22g,1
1446,1,60000,1050,10,13,130,117,35,5,1,2,7,11g,15g,1
1447,1,60000,240,34,38,1292,54,8,2,1,5,4,4g,30g,1
1448,1,60000,60,19,22,418,30,2,2,1,5,1,10g,6g,1
1449,1,60000,600,44,47,2068,93,20,5,1,2,4,3g,21g,1
1450,1,60000,1080,7,35,245,62,36,6,1,7,6,13g,13g,1
1451,1,60000,270,31,10,310,125,9,3,1,4,3,7g,28g,1
1452,1,60000,420,13,41,533,14,14,7,1,3,2,2g,2g,1
1453,1,60000,600,38,16,608,77,20,4,1,6,5,8g,17g,1
1454,1,60000,360,25,4,100,46,12,2,1,2,6,5g,10g,1
1455,1,60000,450,50,29,1450,109,15,5,1,5,3,12g,24g,1
1456,1,60000,900,24,48,1152,113,30,6,1,6,5,8g,25g,1
1457,1,60000,180,48,24,1152,50,6,3,1,3,2,1g,11g,1
1458,1,60000,90,12,12,144,81,3,1,1,5,3,11g,18g,1
1459,1,60000,720,36,36,1296,18,24,4,1,2,6,5g,3g,1
1460,1,60000,300,5,18,90,97,10,2,1,2,5,3g,29g,1
1461,1,60000,300,30,42,1260,34,10,5,1,5,2,9g,14g,1
1462,1,60000,720,18,30,540,66,24,6,1,4,4,6g,21g,1
1463,1,60000,630,42,6,252,2,21,3,1,7,7,13g,7g,1
1464,1,60000,360,8,33,264,42,12,3,1,6,4,7g,27g,1
1465,1,60000,180,33,9,297,105,6,6,1,3,1,14g,12g,1
1466,1,60000,360,21,21,441,10,12,4,1,5,3,4g,20g,1
1467,1,60000,180,45,45,2025,73,6,1,1,2,6,10g,5g,1
1468,1,60000,750,15,3,45,58,25,5,1,1,5,12g,23g,1
1469,1,60000,120,39,27,1053,121,4,2,1,4,2,5g,9g,1
1470,1,60000,480,2,39,78,26,16,4,1,3,4,9g,16g,1
1471,1,60000,1470,27,15,405,89,49,7,1,6,7,2g,1g,1
1472,1,60000,60,10,40,400,104,2,1,1,7,2,4g,22g,1
1473,1,60000,600,34,16,544,41,20,4,1,4,5,11g,7g,1
1474,1,60000,1260,22,4,88,72,42,6,1,5,7,1g,29g,1
1475,1,60000,360,46,28,1288,9,12,3,1,2,4,8g,14g,1
1476,1,60000,180,16,22,352,120,6,6,1,1,1,12g,18g,1
1477,1,60000,360,40,47,1880,57,12,3,1,4,4,6g,4g,1
1478,1,60000,360,3,34,102,88,12,2,1,3,6,9g,25g,1
1479,1,60000,450,28,10,280,25,15,5,1,6,3,3g,11g,1
1480,1,60000,300,25,31,775,49,10,5,1,6,2,10g,16g,1
1481,1,60000,300,49,7,343,112,10,2,1,3,5,3g,2g,1
1482,1,60000,540,13,19,247,17,18,3,1,4,6,13g,23g,1
1483,1,60000,540,37,44,1628,80,18,6,1,1,3,7g,9g,1
1484,1,60000,120,7,13,91,33,4,4,1,2,1,2g,20g,1
1485,1,60000,840,31,37,1147,96,28,7,1,5,4,8g,5g,1
1486,1,60000,900,19,50,950,1,30,5,1,3,6,5g,27g,1
1487,1,60000,180,43,25,1075,65,6,2,1,6,3,12g,13g,1
1488,1,60000,450,17,5,85,92,15,3,1,5,5,9g,15g,1
1489,1,60000,360,42,30,1260,29,12,6,1,2,2,2g,30g,1
1490,1,60000,480,5,42,210,124,16,4,1,7,4,12g,8g,1
1491,1,60000,210,29,17,493,61,7,1,1,4,7,6g,23g,1
1492,1,60000,750,11,36,396,76,25,5,1,3,5,4g,12g,1
1493,1,60000,120,36,11,396,13,4,2,1,6,2,10g,26g,1
1494,1,60000,270,23,24,552,108,9,3,1,1,3,7g,4g,1
1495,1,60000,1080,48,48,2304,45,36,6,1,4,6,14g,19g,1
1496,1,60000,900,2,14,28,5,30,6,1,5,5,6g,10g,1
1497,1,60000,180,26,39,1014,69,6,3,1,2,2,13g,24g,1
1498,1,60000,90,14,27,378,37,3,1,1,6,3,3g,3g,1
1499,1,60000,720,39,2,78,100,24,4,1,3,6,10g,17g,1
1500,1,60000,240,20,45,900,21,8,2,1,4,4,11g,14g,1
1501,1,60000,150,45,21,945,84,5,5,1,7,1,5g,28g,1
1502,1,60000,630,8,8,64,53,21,7,1,2,3,8g,6g,1
1503,1,60000,720,33,33,1089,116,24,4,1,5,6,1g,21g,1
1504,1,60000,600,21,17,357,35,20,5,1,3,4,13g,5g,1
1505,1,60000,420,46,41,1886,98,14,2,1,6,7,7g,19g,1
1506,1,60000,600,9,29,261,3,20,4,1,1,5,10g,12g,1
1507,1,60000,420,33,4,132,67,14,7,1,4,2,3g,27g,1
1508,1,60000,270,3,47,141,51,9,3,1,5,3,5g,1g,1
1509,1,60000,1080,27,23,621,114,36,6,1,2,6,11g,16g,1
1510,1,60000,600,15,11,165,19,20,5,1,7,4,2g,9g,1
1511,1,60000,60,39,35,1365,82,2,2,1,4,1,8g,23g,1
1512,1,60000,180,12,1,12,122,6,2,1,3,3,2g,3g,1
1513,1,60000,900,36,26,936,59,30,5,1,6,6,9g,18g,1
1514,1,60000,1050,24,38,912,90,35,7,1,2,5,6g,10g,1
1515,1,60000,240,49,14,686,27,8,4,1,5,2,12g,25g,1
1516,1,60000,540,18,32,576,106,18,6,1,4,3,11g,7g,1
1517,1,60000,540,43,8,344,43,18,3,1,1,6,4g,21g,1
1518,1,60000,120,6,20,120,74,4,1,1,6,4,14g,14g,1
1519,1,60000,120,30,44,1320,11,4,4,1,3,1,7g,28g,1
1520,1,60000,1470,4,27,108,23,49,7,1,1,7,4g,28g,1
1521,1,60000,480,29,3,87,86,16,4,1,4,4,10g,13g,1
1522,1,60000,120,16,15,240,55,4,2,1,3,2,7g,20g,1
1523,1,60000,750,41,40,1640,118,25,5,1,6,5,13g,6g,1
1524,1,60000,180,23,9,207,7,6,1,1,6,6,9g,24g,1
1525,1,60000,360,47,34,1598,71,12,4,1,3,3,2g,9g,1
1526,1,60000,360,10,46,460,39,12,6,1,5,2,12g,17g,1
1527,1,60000,450,35,21,735,102,15,3,1,2,5,5g,2g,1
1528,1,60000,630,13,43,559,78,21,3,1,2,7,11g,26g,1
1529,1,60000,720,38,18,684,15,24,6,1,5,4,4g,11g,1
1530,1,60000,300,1,6,6,110,10,5,1,4,2,8g,18g,1
1531,1,60000,300,26,31,806,47,10,2,1,7,5,1g,4g,1
1532,1,60000,720,7,24,168,94,24,4,1,6,6,6g,29g,1
1533,1,60000,90,32,49,1568,31,3,1,1,3,3,13g,15g,1
1534,1,60000,90,20,37,740,126,3,3,1,5,1,3g,22g,1
1535,1,60000,720,44,12,528,63,24,6,1,2,4,9g,8g,1
1536,1,60000,360,7,28,196,65,12,4,1,6,3,10g,25g,1
1537,1,60000,1260,32,4,128,2,42,7,1,3,6,4g,10g,1
1538,1,60000,750,19,16,304,97,25,5,1,4,5,14g,18g,1
1539,1,60000,120,44,41,1804,33,4,2,1,1,2,7g,3g,1
1540,1,60000,450,13,10,130,81,15,5,1,2,3,2g,28g,1
1541,1,60000,360,38,34,1292,18,12,2,1,5,6,9g,14g,1
1542,1,60000,360,1,47,47,113,12,3,1,3,4,6g,21g,1
1543,1,60000,180,26,22,572,49,6,6,1,6,1,12g,7g,1
1544,1,60000,720,22,44,968,25,24,6,1,7,4,5g,27g,1
1545,1,60000,630,47,19,893,89,21,3,1,4,7,11g,12g,1
1546,1,60000,300,10,7,70,57,10,2,1,5,5,1g,19g,1
1547,1,60000,300,35,31,1085,121,10,5,1,2,2,8g,5g,1
1548,1,60000,90,4,25,100,10,3,1,1,2,3,13g,23g,1
1549,1,60000,720,29,50,1450,73,24,4,1,5,6,6g,8g,1
1550,1,60000,720,16,37,592,41,24,6,1,3,4,10g,16g,1
1551,1,60000,90,41,13,533,105,3,3,1,6,1,3g,1g,1
1552,1,60000,360,18,18,324,117,12,2,1,4,6,6g,4g,1
1553,1,60000,450,42,42,1764,53,15,5,1,1,3,12g,18g,1
1554,1,60000,420,6,30,180,85,14,7,1,6,2,3g,11g,1
1555,1,60000,600,30,5,150,22,20,4,1,3,5,9g,26g,1
1556,1,60000,1080,12,48,576,101,36,6,1,4,6,11g,8g,1
1557,1,60000,270,36,24,864,37,9,3,1,7,3,4g,22g,1
